"NOME_INSTRUMENTO","ANO_INSTRUMENTO","DATA_INICIO","DATA_FIM","CODIGO_CURSO","NOME_CURSO","CODIGO_GRUPO","NOME_GRUPO","CODIGO_SUBGRUPO","NOME_SUBGRUPO","ORDEM_PERGUNTA","CODIGO_PERGUNTA","PERGUNTA","ORDEM_OPCOES","OPCAO","PORCENTAGEM","RESPOSTAS","TOTAL_DO_CURSO"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","1","1383","2.1- Para você, ter realizado um curso de graduação na UEM, para o seu ingresso no mercado de trabalho, foi: ","6362","fundamental ","25.0","5","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","1","1383","2.1- Para você, ter realizado um curso de graduação na UEM, para o seu ingresso no mercado de trabalho, foi: ","6363","diferencial","55.0","11","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","2","1384","2.2- Para você, ter realizado um curso de graduação na UEM, contribuiu para ingressar no mercado de trabalho em qual área de atuação profissional?","6350","em área correlata","30.0","6","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","2","1384","2.2- Para você, ter realizado um curso de graduação na UEM, contribuiu para ingressar no mercado de trabalho em qual área de atuação profissional?","6351","em outra área","0.0","0","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","2","1384","2.2- Para você, ter realizado um curso de graduação na UEM, contribuiu para ingressar no mercado de trabalho em qual área de atuação profissional?","6364","na área da formação","70.0","14","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","3","1385","2.3- Como você avalia o domínio dos conteúdos básicos pelos professores do seu curso de graduação na UEM?","6365","Excelente","20.0","4","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","3","1385","2.3- Como você avalia o domínio dos conteúdos básicos pelos professores do seu curso de graduação na UEM?","6366","Ótimo","45.0","9","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","3","1385","2.3- Como você avalia o domínio dos conteúdos básicos pelos professores do seu curso de graduação na UEM?","6367","Bom","20.0","4","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","3","1385","2.3- Como você avalia o domínio dos conteúdos básicos pelos professores do seu curso de graduação na UEM?","6368","Regular","15.0","3","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","3","1385","2.3- Como você avalia o domínio dos conteúdos básicos pelos professores do seu curso de graduação na UEM?","6369","Ruim","0.0","0","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","3","1385","2.3- Como você avalia o domínio dos conteúdos básicos pelos professores do seu curso de graduação na UEM?","6370","Péssimo","0.0","0","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","4","1386","2.4- Como você avalia o aprofundamento teórico na grade curricular do seu curso de graduação na UEM?","6371","Excelente","15.0","3","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","4","1386","2.4- Como você avalia o aprofundamento teórico na grade curricular do seu curso de graduação na UEM?","6372","Ótimo","20.0","4","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","4","1386","2.4- Como você avalia o aprofundamento teórico na grade curricular do seu curso de graduação na UEM?","6373","Bom","45.0","9","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","4","1386","2.4- Como você avalia o aprofundamento teórico na grade curricular do seu curso de graduação na UEM?","6374","Regular","20.0","4","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","4","1386","2.4- Como você avalia o aprofundamento teórico na grade curricular do seu curso de graduação na UEM?","6375","Ruim","0.0","0","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","4","1386","2.4- Como você avalia o aprofundamento teórico na grade curricular do seu curso de graduação na UEM?","6377","Péssimo","0.0","0","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","5","1387","2.5- Como você avalia a capacitação técnica e a prática pedagógica dos professores do seu curso de graduação na UEM?","6378","Excelente","15.0","3","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","5","1387","2.5- Como você avalia a capacitação técnica e a prática pedagógica dos professores do seu curso de graduação na UEM?","6379","Ótimo","30.0","6","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","5","1387","2.5- Como você avalia a capacitação técnica e a prática pedagógica dos professores do seu curso de graduação na UEM?","6380","Bom","40.0","8","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","5","1387","2.5- Como você avalia a capacitação técnica e a prática pedagógica dos professores do seu curso de graduação na UEM?","6381","Regular","10.0","2","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","5","1387","2.5- Como você avalia a capacitação técnica e a prática pedagógica dos professores do seu curso de graduação na UEM?","6382","Ruim","5.0","1","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","5","1387","2.5- Como você avalia a capacitação técnica e a prática pedagógica dos professores do seu curso de graduação na UEM?","6383","Péssimo","0.0","0","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","6","1388","2.6- Como você avalia a articulação entre a teoria e a prática do seu curso de graduação na UEM?","6384","Excelente","15.0","3","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","6","1388","2.6- Como você avalia a articulação entre a teoria e a prática do seu curso de graduação na UEM?","6385","Ótimo","0.0","0","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","6","1388","2.6- Como você avalia a articulação entre a teoria e a prática do seu curso de graduação na UEM?","6386","Bom","40.0","8","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","6","1388","2.6- Como você avalia a articulação entre a teoria e a prática do seu curso de graduação na UEM?","6387","Regular","15.0","3","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","6","1388","2.6- Como você avalia a articulação entre a teoria e a prática do seu curso de graduação na UEM?","6388","Ruim","20.0","4","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","6","1388","2.6- Como você avalia a articulação entre a teoria e a prática do seu curso de graduação na UEM?","6389","Péssimo","10.0","2","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","7","1389","2.7- Você considera que os conteúdos específicos oferecidos pelo seu curso de graduação na UEM contribuíram para o seu desempenho profissional?","6051","Sim, muito","35.0","7","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","7","1389","2.7- Você considera que os conteúdos específicos oferecidos pelo seu curso de graduação na UEM contribuíram para o seu desempenho profissional?","6052","Sim, em parte","60.0","12","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","7","1389","2.7- Você considera que os conteúdos específicos oferecidos pelo seu curso de graduação na UEM contribuíram para o seu desempenho profissional?","6053","Não contribuíram","5.0","1","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","7","1389","2.7- Você considera que os conteúdos específicos oferecidos pelo seu curso de graduação na UEM contribuíram para o seu desempenho profissional?","6054","Não sei informar","0.0","0","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","8","1390","2.8- Você considera que a capacidade de relacionar a teoria com a prática oferecida pelo seu curso de graduação na UEM contribuiu para o seu desempenho profissional?","6055","Sim, muito","30.0","6","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","8","1390","2.8- Você considera que a capacidade de relacionar a teoria com a prática oferecida pelo seu curso de graduação na UEM contribuiu para o seu desempenho profissional?","6056","Sim, em parte","60.0","12","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","8","1390","2.8- Você considera que a capacidade de relacionar a teoria com a prática oferecida pelo seu curso de graduação na UEM contribuiu para o seu desempenho profissional?","6057","Não contribuíram","10.0","2","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","8","1390","2.8- Você considera que a capacidade de relacionar a teoria com a prática oferecida pelo seu curso de graduação na UEM contribuiu para o seu desempenho profissional?","6058","Não sei informar","0.0","0","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","9","1391","2.9- Você considera que a busca de informações contextualizadas e atualizadas oferecidas pelo seu curso de graduação na UEM, contribuíram para o seu desempenho profissional?","6059","Sim, muito","40.0","8","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","9","1391","2.9- Você considera que a busca de informações contextualizadas e atualizadas oferecidas pelo seu curso de graduação na UEM, contribuíram para o seu desempenho profissional?","6060","Sim, em parte","40.0","8","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","9","1391","2.9- Você considera que a busca de informações contextualizadas e atualizadas oferecidas pelo seu curso de graduação na UEM, contribuíram para o seu desempenho profissional?","6061","Não contribuíram","10.0","2","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","9","1391","2.9- Você considera que a busca de informações contextualizadas e atualizadas oferecidas pelo seu curso de graduação na UEM, contribuíram para o seu desempenho profissional?","6062","Não sei informar","10.0","2","20"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","12","CIENCIAS CONTABEIS            ","44","Indicadores Gerais","179","II- Formação acadêmica","12","1478","2.12- Você recomendaria o curso de graduação que você cursou na UEM para um amigo ou um familiar?","6376","Sim","95.0","19","20"
